Nº RGSEAA (*),Razón Social,Provincia/Localidad,Actividades,Especies (**),Otros Detalles,TSE Feed Ban
12.16331/S,SUCESORES DE ANGEL VIADERO S.C.,Cantabria/SANTOÑA,PP,,,
10.20295/S,ENRIQUE DE HOYOS GARCIA,Cantabria/MATAPORQUERA,PP,,BL,
12.16420/S,"MADRAZO DIEZ, AVELINA",Cantabria/SANTOÑA,PP,,,
14.02568/S,ROSA MARIA BARRERO GARCIA,Cantabria/VIERNOLES,EPC,,,
40.22928/S,FINCA TABLANCA S.A.,Cantabria/PEÑACASTILLO,CS,,,
40.22929/S,DOCE Y DECASTA S.L.,Cantabria/SANTA CRUZ DE BEZANA,CS,,,
14.02581/S,ENRIQUE LORENZO MORENO PELLON,Cantabria/SOLORZANO,EPC,,,
40.23140/S,EMBUTIDOS EL FARO S.A.,Cantabria/CORRALES DE BUELNA (LOS),"CS, RW",,,
12.16760/S,COFRADIA DE PESCADORES DE CASTRO URDIALES,Cantabria/CASTRO-URDIALES,AH,,,
40.23448/S,CANTABRIA FAMILY INVESTMENT SLU,Cantabria/LAREDO,CS,,,
40.23656/S,ASOCIACION BANCO DE ALIMENTOS DE CANTABRIA,Cantabria/SANTANDER,CS,,,
12.17014/S,CONSERVAS SOLLAGUA SL,Cantabria/BARCENA DE CICERO,PP,,,
26.09904/S,ANCHOAS Y PRODUCTOS DEL CANTABRICO S.L.,Cantabria/REINOSA,PP,,,
40.24205/S,"COMERCIAL LORENAR, S.L.",Cantabria/MIOÑO,"CS, RW",,,
15.06303/S,MARIA JESUS FERNANDEZ RUIZ,Cantabria/SOTA (LA),PP,,,
12.17317/S,IMPORT EXPORT PESCADOS JOSE LUIS S.L.,Cantabria/SANTOÑA,"RW, DC",,,
40.24559/S,EL DUO PASTELERO S.L.,Cantabria/GUARNIZO,CS,,,
15.06435/S,QUESUCOS ARTESANOS COBO S.L.,Cantabria/LIERGANES,PP,,,
10.21492/S,HERMANOS MIGUEL ESTRADA S.L.,Cantabria/TORRELAVEGA,"CP, MM, MP, PP",,"BL, MP",
12.17517/S,AYUNTAMIENTO DE LAREDO,Cantabria/LAREDO,"PP, FFP",,,
26.10244/S,PRODUCTOS CAMPANAL S.A.,Cantabria/SANTOÑA,PP,,,
10.21521/S,CARNICAS CAMPURRIANAS S.L.,Cantabria/REINOSA,"CS, CP, MM, MP, PP",,"BL, MP",
40.25044/S,JOSE ANGEL CAMPOLLO GUERRA,Cantabria/CILLORIGO DE LIEBANA,CS,,,
40.25299/S,REPRESENTACIONES DE LEY SL,Cantabria/PESUES,"CS, RW",,,
40.25316/S,FRANCISCO FIDEL MARTINEZ MARTINEZ,Cantabria/MALIAÑO,CS,,,
12.17823/S,CONSERVERA JOYAS DEL MAR SL,Cantabria/SANTOÑA,PP,,,
40.25538/S,SAMUEL IBAÑEZ LARA,Cantabria/VARGAS,"CS, RW",,,
12.18010/S,MARISCOS RUGAMAR S.L.,Cantabria/POLANCO,"DC, PC, FFP",,,
15.06708/S,PRIMULA ALIMENTACION S.L.,Cantabria/SELAYA,PP,,,
15.06709/S,ANDRES OSLE ALONSO,Cantabria/LIERGANES,PP,,,
40.25768/S,FROXA SA,Cantabria/SANTIAGO,CS,,,
10.22095/S,COPAGA CANTABRIA S.A.,Cantabria/PEÑACASTILLO,"CS, CP, MM, MP",,,
40.26008/S,IOAN DORU DAIA,Cantabria/CORRALES (LOS),CS,,,
40.26597/S,MALAQUIAS MORALES SA,Cantabria/CABEZON DE LA SAL,CS,,,
10.22478/S,MARIA INMACULADA PRADO HAZA,Cantabria/TOLLO,"CS, CP, GHE, MM, MP, PP","wU, wG","BL, MP",
12.18564/S,ALPA ALIMENTOS FRESCOS SL,Cantabria/CORRALES (LOS),CS,,,
15.06948/S,GANADERIA PURISION S.C.,Cantabria/AZOÑOS,PP,,,
12.18692/S,ANCHOAS DE SANTOÑA SL,Cantabria/SANTOÑA,"RW, PP",,,
12.18789/S,CONSERVAS ISLAS CIES,Cantabria/ASTILLERO (EL),"CS, RW, PP",,,
12.18791/S,JOSE MIGUEL PEREZ MARTINEZ,Cantabria/BARCENA DE CICERO,"CS, RW, DC, PC",,,
15.06997/S,DOVANEA SL,Cantabria/LABARCES,"RW, PP",,,
40.27058/S,COMERCIAL ALBE S.A.,Cantabria/IGOLLO,CS,,,
12.18957/S,PESCADOS REPISO SL,Cantabria/SANTOÑA,RW,,,
40.27432/S,CARANDIA DISTRIBUCIONES S.L.,Cantabria/VARGAS,CS,,,
15.07117/S,LACTEOS CANTABRIA S.L.,Cantabria/CACICEDO,CS,,,
40.27716/S,DANIEL GUTIERREZ ROMAN,Cantabria/VARGAS,CS,,,
40.27983/S,LA CABAÑA 5 CONTINENTES SL,Cantabria/PEÑACASTILLO,CS,,,
40.28027/S,CONGELADOS FRICOR S.L.,Cantabria/PARBAYON,CS,,,
12.19337/S,RAUL BODEGAS PRIETO,Cantabria/SANTANDER,"CS, RW",,,
12.19338/S,PESCADOS SANTANDER S.A.,Cantabria/SANTANDER,"CS, RW, FFP",,,
12.19339/S,PESCADOS RIVERO SC,Cantabria/SANTANDER,CS,,,
12.19415/S,"SANCHEZ CALLEJO, SL",Cantabria/SANTOÑA,RW,,,
40.28244/S,LA GALLOFA PANADERÍAS ESPECIALIZADAS SL,Cantabria/SANTANDER,CS,,,
12.19440/S,PESCADOS Y MARISCOS FRESCOS DEL CANTÁBRICO SL,Cantabria/SANTANDER,"CS, FFP",,,
40.28366/S,BONIFACIO GUTIERREZ GUTIERREZ,Cantabria/SANTIAGO,CS,,,
15.07286/S,DAVID SAIZ DIAZ,Cantabria/SERVILLAS,PP,,,
15.07287/S,"GANADERIA A. DIEGO, S.C.",Cantabria/SOVILLA,PP,,,
10.23383/S,CARNICERIA CHARCUTERIA HERMANOS GONZALEZ S.L.,Cantabria/SOLORZANO,"MM, MP, PP",,MP,
15.07289/S,GANADERIA NUESTRA SEÑORA DE TES SC,Cantabria/SUESA,PP,,,
15.07367/S,SAT LA CLEMENTINA,Cantabria/VARGAS,PP,,,
10.23605/S,CARNICERÍA MANZANEDO S.C,Cantabria/SANTOÑA,"MM, MP",,,
15.07417/S,TOMAS PEREZ MONZON,Cantabria/PRASES,PP,,,
15.07450/S,QUESERA CUEVA SANTA S. COOP. CANT.,Cantabria/TURIENO,PP,,,
40.29437/S,ISESONA S.L.,Cantabria/LIMPIAS,CS,,,
12.20000/S,COFRADIA DE PESCADORES NUESTRA SEÑORA DEL CARMEN,Cantabria/SUANCES,AH,,,
40.30677/S,CAMARGUESA DE DESPIECE S.L.,Cantabria/CAMARGO,CS,,,
10.23937/S,LABORATORIOS ARROYO S.A.,Cantabria/SANTANDER,RW,,,
12.20070/S,GOBIERNO DE CANTABRIA DG PESCA Y ALIMENTACION,Cantabria/SANTOÑA,PC,,,
10.24002/S,SOCORRAL S.L.,Cantabria/SANTANDER,CP,,,
40.32238/S,SOCIEDAD COOPERATIVA AVICOLA Y GANADERA DE BURGOS,Cantabria/CAMARGO,CS,,,
40.32239/S,ARVIGO GANADERA S.L.,Cantabria/TORRELAVEGA,CS,,,
40.32240/S,ARAGONESA DE PIENSOS,Cantabria/SANTOÑA,CS,,,
40.32510/S,ARCODAN SL,Cantabria/HERAS,CS,,,
40.33049/S,GUSTAVO LIQUETE SANTOS,Cantabria/ASTILLERO (EL),CS,,,
10.24114/S,RIO COLLADO SC,Cantabria/REVILLA,PP,,BL,
40.33764/S,SERVICIOS DE EMBUTIDOS GENERALES SLU,Cantabria/CAVADA (LA),CS,,,
40.33801/S,HERMANOS MIGUEL ESTRADA S.L.,Cantabria/TORRELAVEGA,CS,,,
14.02869/S,"MARTIN CORIA, CARLOS ANDRES",Cantabria/GAJANO,EPC,,,
12.20312/S,ESTACHA DEL NORTE SL,Cantabria/SANTOÑA,RW,,,
12.020336/S,REYVERTCRAV S.L.,Cantabria/PEÑACASTILLO,PP,,,
40.036307/S,LA FLOR DE LIEBANA S.L.,Cantabria/PEÑACASTILLO,CS,,,
10.024289/S,INDUSTRIAS CÁRNICAS INTRISA SA,Cantabria/GUARNIZO,CS,,,
10.024295/S,HAPI IBERICA ALIMENTACIÓN S.L.,Cantabria/GUARNIZO,"CS, CP, MM, MP",,,
12.020457/S,CONSERVAS ORTICOBO SC,Cantabria/SANTOÑA,PP,,,
12.020464/S,DELICIAS DEL CANTABRICO S.L.,Cantabria/ARCE,RW,,,
40.036999/S,ALIMENTACION DIFERENTE SA,Cantabria/SANTANDER,CS,,,
12.020488/S,ANCHOAS SILVANO SL,Cantabria/SANTOÑA,PP,,,
12.020559/S,ROSA MARIA GAMECHO ALLICA,Cantabria/SANTANDER,CS,,,
40.038377/S,JAGUMASA S.L.,Cantabria/SANTANDER,CS,,,
40.038380/S,BRUNO GUTIERREZ MARDARAS,Cantabria/SANTA CRUZ DE BEZANA,CS,,,
40.038519/S,ANTONIO SAIZ OBREGON,Cantabria/TANOS,CS,,,
14.002903/S,JOSE IGNACIO CANTERA ORTIZ,Cantabria/ENCINA (LA),EPC,,,
40.039838/S,DIVISION ALIMENTARIA S.L.,Cantabria/SANTANDER,CS,,,
40.039841/S,Mª INMACULADA PRADO HAZA,Cantabria/VEGA (LA),CS,,,
12.020708/S,SANCHEZ CALLEJO SL,Cantabria/SANTOÑA,"RW, PP",,,
12.020709/S,RODECAN SL,Cantabria/RUILOBA,CS,,,
40.042455/S,GRUPO REGATO PUENTE SL,Cantabria/MALIAÑO,CS,,,
26.013871/S,JOSE LUIS CALVO DIEZ VELASCO,Cantabria/SANTANDER,PP,,MP,
10.024640/S,CONCEPCION GUTIERREZ FRECHILLA,Cantabria/SAN MARTIN DE HOYOS,"CS, RW",,,
40.044183/S,SEMARK AC GROUP S.A.,Cantabria/LAREDO,CS,,,
40.044289/S,PROVISUR S.L.,Cantabria/SANTANDER,CS,,,
40.044600/S,JESUS GUTIERREZ LLANO,Cantabria/CAMPUZANO,CS,,,
40.044769/S,LOGISTICA OTEARRI S.L.,Cantabria/HERAS,CS,,,
12.021024/S,LOTAMAR SL,Cantabria/RAMALES DE LA VICTORIA,PP,,,
14.002978/S,ESTELA GUTIERREZ MARTINEZ,Cantabria/MONTAÑA (LA),EPC,,,
15.007768/S,EDUARDO GARCIA SANCHEZ,Cantabria/SARO,PP,,,
15.007769/S,ARTURO SAEZ ANTOLIN,Cantabria/MONTAÑA (LA),PP,,,
12.021044/S,PESCADOS Y MARISCOS FRESCOS DEL CANTABRICO SL,Cantabria/LIENCRES,PP,,,
26.014327/S,CONSERVAS SELECCION SANTOÑESA S.L.,Cantabria/SANTOÑA,PP,,MP,
12.021060/S,CONSERVAS DE MINGO SL,Cantabria/SANTOÑA,"RW, PP",,,
12.021115/S,Mª AURORA ALONSO POVEDANO,Cantabria/SANTOÑA,"RW, PP",,,
15.007790/S,GABRIEL CANTERA ORTIZ,Cantabria/SARO,PP,,,
15.007811/S,MILAGROS RIOZ COBO,Cantabria/CAMPLENGO,PP,,,
12.021416/S,MARISCOS RIOMAR SC,Cantabria/SANTOÑA,"CS, RW",,,
40.049218/S,ACEITUNAS Y VIDRIOS BLAZQUEZ S.L.,Cantabria/SANTOÑA,CS,,,
40.049219/S,PEDRO GOMEZ ESPINOSA,Cantabria/BARCENA,CS,,,
12.021448/S,SUCESORES DE PESCADOS COSTA ESMERALDA SA,Cantabria/LAREDO,RW,,,
15.007846/S,JUDITH CASCALES LAPEÑA,Cantabria/SAN MIGUEL DE MERUELO,PP,,,
12.021457/S,CENTRAL BURGALESA DE PESCADOS SL,Cantabria/PEÑACASTILLO,CS,,,
14.003067/S,LA BUSTA CENTRO DE JARDINERIA SL,Cantabria/BUSTA (LA),EPC,,,
12.021507/S,SALAZONES DEL CANTABRICO S.A. SALAZONSA,Cantabria/SANTOÑA,"RW, PP",,,
40.050181/S,FERCAR LACTEA S.L.,Cantabria/ONGAYO,CS,,,
14.003073/S,"ORTIZ GOMEZ, PILAR",Cantabria/ASON,EPC,,,
12.021527/S,MAXIMINO SANCHEZ GANDARILLAS,Cantabria/SAN VICENTE DE LA BARQUERA,"DC, PC",,,
12.021563/S,PESCAMAR CASTRO SL,Cantabria/SANTOÑA,"RW, PP, FFP",,,
26.015171/S,SWEET INES SL,Cantabria/TORRELAVEGA,PP,,MP,
40.050662/S,ABEL FERNANDEZ SA,Cantabria/SANTIAGO,CS,,,
15.007897/S,SAT EL CARMEN 39133,Cantabria/REVILLA,PP,,,
12.021617/S,ATUNLO SANTOÑA SLU,Cantabria/SANTOÑA,PP,,,
14.003097/S,VICTOR ECHEVARRIA SAEZ,Cantabria/OTAÑES,EPC,,,
10.025330/S,TIENDA VILLASOLA SL,Cantabria/UNQUERA,"MM, MP, PP",,"BL, MP",
10.025331/S,CARNES DIECAN SL,Cantabria/OREJO,"CS, CP, MM, MP",,,
12.021653/S,Mª OBDULIA ALVAREZ MARTIN,Cantabria/MALIAÑO,"DC, PC",,,
12.021654/S,SALAZONES VISTAZUL SL,Cantabria/SANTOÑA,RW,,,
12.021663/S,PESCADOS Y MARISCOS TRUEBA SL,Cantabria/PEDREÑA,"CS, RW, DC, PC",,,
12.021706/S,VERONICA MAESTRO COLINA,Cantabria/GAMA,"RW, PP",,,
40.051925/S,FERNANDO CROWLEY RODRIGUEZ,Cantabria/SANTA CRUZ DE BEZANA,CS,,,
15.007937/S,JOSE Mª ALONSO RUIZ,Cantabria/SANGAS,PP,,,
40.051991/S,ANGEL SAINZ FONTANEDA,Cantabria/TORRELAVEGA,CS,,,
14.003122/S,CARNICERIA CHARCUTERÍA HERMANOS GONZALEZ SL,Cantabria/SOLORZANO,EPC,,,
14.003124/S,JOSE Mª GUTIERREZ ARNAIZ,Cantabria/FRESNEDO,EPC,,,
14.003128/S,OSCAR VELASCO TRUEBA,Cantabria/TANOS,CS,,,
10.025512/S,CARNICAS VACA PINTA S.L.,Cantabria/PEÑACASTILLO,"CS, CP",,,
15.007963/S,QUESERIA ARTESANA EL BARDAL S.C.,Cantabria/ZURITA,PP,,,
40.054208/S,ESTEBAN MAZO SL,Cantabria/GUARNIZO,CS,,,
40.054855/S,DELICIAS DEL PRADO SL,Cantabria/UDALLA,CS,,,
12.022024/S,PESCADOS JULIO SC,Cantabria/COLINDRES,RW,,,
12.022034/S,CONSERVAS M A REVILLA SL,Cantabria/SANTOÑA,PP,,,
12.022057/S,PESCADOS JULIO SC,Cantabria/COLINDRES,"RW, PP",,,
40.055416/S,SALAZONES DEL CANTABRICO SA,Cantabria/SANTOÑA,"CS, RW",,,
26.016108/S,PESCADOS Y MARISCOS FRESCOS DEL CANTABRICO SL,Cantabria/LIENCRES,PP,,MP,
12.022106/S,JOSE SARRO MARTIN,Cantabria/CICERO,"RW, DC, PC",,,
12.022168/S,CONSERVAS ANGELACHU S.L.,Cantabria/SANTOÑA,"CS, PP",,,
10.025857/S,SAMUEL IBAÑEZ LARA,Cantabria/VARGAS,"MM, MP, PP",,MP,
26.016382/S,SAMUEL IBAÑEZ LARA,Cantabria/VARGAS,PP,,MP,
12.022253/S,MIGUELGORRY GASTRONOMICO S.L.,Cantabria/LAREDO,PP,,,
40.057559/S,REAL ESTAMBUL SL,Cantabria/MALIAÑO,CS,,,
14.003218/S,SOCIEDAD COOPERATIVA BRENAS,Cantabria/CAVADA (LA),EPC,,,
40.058108/S,FROXA S.A.,Cantabria/PEÑACASTILLO,CS,,,
14.003239/S,PABLO LANZA GÓMEZ,Cantabria/SOTO DE LA MARINA,EPC,,,
14.003247/S,ALFONSO DOMINGUEZ ORTEGA,Cantabria/LUEY,EPC,,,
12.022500/S,INMACULADA CLAUDIOS ALONSO,Cantabria/ARGOÑOS,RW,,,
15.008195/S,LUCÍA ALBERDI LÓPEZ,Cantabria/ESCOBEDO,PP,,,
40.060108/S,DELUZ RAMON Y CAJAL 18 SL,Cantabria/SANTANDER,CS,,,
14.003274/S,JUANA FERNANDEZ FERNANDEZ,Cantabria/CAVADA (LA),EPC,,,
26.017240/S,CARNICERIA CHARCUTERIA HERMANOS GONZALEZ S.L.,Cantabria/SOLORZANO,PP,,MP,
15.008226/S,QUESOS ARTESANOS MERRELAMO S.L.,Cantabria/REINOSA,PP,,,
26.017248/S,COCINA CANTABRA CASERA SL,Cantabria/MALIAÑO,PP,,MP,
26.017298/S,FOOD DIET TERAN LOPEZ SL,Cantabria/PUENTE SAN MIGUEL,PP,,MP,
12.022670/S,JESUS BOLADO MIER,Cantabria/ARGOÑOS,PP,,,
12.022682/S,MANUEL SANTOS GUERRERO,Cantabria/SANTANDER,CS,,,
10.026291/S,JOSE MARIA RUIZ GOMEZ,Cantabria/PRAVES,CS,,,
40.061532/S,ALPA ALIMENTOS FRESCOS S.L.U.,Cantabria/SAMANO,CS,,,
12.022805/S,CONSMARLY S.L.,Cantabria/ARGOÑOS,PP,,,
40.062701/S,ANGEL MIER ABELEDO,Cantabria/HERRERA,CS,,,
12.022845/S,MARISCOS CABO DE AJO SLU,Cantabria/AJO,"CS, RW, DC, PC",,,
12.022866/S,CARMELO BRAMBILLA E HIJOS S.L.,Cantabria/SANTOÑA,PP,,,
12.022880/S,CONSERVAS CATALINA 2014 SL,Cantabria/SANTOÑA,PP,,,
12.022904/S,SOCIEDAD COOPERATIVA EL PUENTE 2017,Cantabria/TRETO,"RW, DC, PC",,,
12.022937/S,SANTANDER FOOD TRADING SL,Cantabria/REOCIN,PP,,,
12.022950/S,EDUARDO FRESNO SASTRE,Cantabria/BARREDA,"DC, PC",,,
10.026523/S,GERVASIO FERNANDEZ RUIZ,Cantabria/VILLACARRIEDO,"MM, MP, PP",,MP,
10.026573/S,GANADERIA NUESTRA SEÑORA DE TES SC,Cantabria/SUESA,CS,,,
12.023044/S,PESCADOS OROL S.L.,Cantabria/SANTOÑA,RW,,,
15.008333/S,JAVIER DOMINGUEZ HOYOS,Cantabria/PARBAYON,PP,,,
10.026644/S,MANUEL PONTONES TRASPUESTO,Cantabria/LIERGANES,PP,,BL,
12.023090/S,CONSERVAS ELBA SL,Cantabria/SANTOÑA,PP,,,
14.003380/S,JUAN ANTONIO BARRIO GONZALEZ,Cantabria/SALCES,EPC,,,
15.008368/S,GRANJA QUESERIA EL PENDO SC,Cantabria/ESCOBEDO,PP,,,
10.026703/S,LAS CORTES SC,Cantabria/SAN PEDRO DE LAS BAHERAS,"CP, MM, MP, PP",,MP,
12.023178/S,"PACHECO, TRUEBA Y PLA S.L.",Cantabria/SANTOÑA,RW,,,
40.066123/S,MARIA MERCEDES SALCINES GARCÍA DE LOS SALMONES,Cantabria/HERRERA,CS,,,
12.023218/S,CONSERVAS MA REVILLA SL,Cantabria/SANTOÑA,PP,,,
10.026803/S,EL MARRUBIO ALIMENTACION S.L.,Cantabria/TORRELAVEGA,"MM, MP, PP",,MP,
40.066704/S,EL MARRUBIO ALIMENTACION S.L.,Cantabria/TORRELAVEGA,CS,,,
12.023314/S,SALAZONES MAR CANTABRICO SL,Cantabria/SANTOÑA,PP,,,
15.008424/S,QUESOS RIO CORVERA SL,Cantabria/BEJES,PP,,,
12.023326/S,ITZIAR LARRINAGA UGALDA,Cantabria/LAREDO,RW,,,
40.067196/S,FANDINO DISTRIBUIDORA DE CONGELADOS S.L,Cantabria/GAJANO,CS,,,
40.067320/S,OSCAR CABEZA BLANCO,Cantabria/PESUES,"CS, RW",,,
15.008442/S,JOSE RAMON SAÑUDO COBO,Cantabria/CIGÜENZA,PP,,,
40.068162/S,CASH URDIALES SL,Cantabria/SAMANO,CS,,,
12.023548/S,PESCADOS MARIA CARMEN SL,Cantabria/GAMA,CS,,,
10.027131/S,CARNICERIAS JULIO GONZALEZ SC,Cantabria/SANTANDER,"MM, MP, PP",,MP,
26.019428/S,CARNICERIAS JULIO GONZALEZ SC,Cantabria/SANTANDER,PP,,MP,
12.023580/S,JOSE MIGUEL PEREZ MARTINEZ,Cantabria/SANTOÑA,"CS, RW, DC, PC",,,
26.019462/S,ANGEL BLANCO BLAZQUEZ,Cantabria/ENTRAMBASAGUAS,PP,,MP,
12.023750/S,"PACHECO, TRUEBA Y PLA SL",Cantabria/SANTOÑA,"CS, PP",,,
12.023813/S,JMC REIMEX SL,Cantabria/SANTOÑA,"CS, PP",,,
15.008591/S,DANIEL VIEDMA ABANADES,Cantabria/AJA,PP,,,
40.071837/S,NIETO DE MAXIMO BOLADO S.L.,Cantabria/SANTANDER,CS,,,
14.003495/S,CANTAFRICA,Cantabria/VALDEPRADO DEL RIO,EPC,,,
15.008597/S,CANTABRIA VERDE CONSERVAS Y LACTEOS S.L.,Cantabria/RENEDO,PP,,,
40.072014/S,CONSERVAS SELECCION SANTOÑESA SL,Cantabria/SANTOÑA,CS,,,
