Nº RGSEAA (*),Razón Social,Provincia/Localidad,Actividades,Especies (**),Otros Detalles,TSE Feed Ban
40.09382/Z,HERMANOS REZUSTA S.L,Zaragoza/ZARAGOZA,CS,,,
40.09436/Z,GRUPO 92 DE ALIMENTACION S.L.,Zaragoza/ZUERA,CS,,,
40.09441/Z,ARCOS GIMENO S.L,Zaragoza/ZARAGOZA,CS,,,
40.09480/Z,7 ALIMENTACION 7 S.A.U.,Zaragoza/ZUERA,CS,,,
40.09562/TE,CONPOL S.L,Teruel/TERUEL,CS,,,
40.09703/Z,"EXCLUSIVAS ZARAGOZA, S.L.",Zaragoza/ZARAGOZA,CS,,,
40.09815/Z,"CARNICAS CALATAYUD, S.A",Zaragoza/TORRALBA DE RIBOTA,CS,,,
40.09869/Z,"GRACIA GOEZ, SL",Zaragoza/ZARAGOZA,CS,,,
40.09889/HU,PESCADERIAS SAN SEBASTIAN S.L.U.,Huesca/SABIÑANIGO,CS,,,
40.09966/Z,DISTRIBUCIONES GARAYALDE S.L,Zaragoza/CUARTE DE HUERVA,CS,,,
40.10039/Z,IBERDULCES ARAGON S.A,Zaragoza/CADRETE,CS,,,
40.10182/TE,CONGELADOS UTRILLAS S.A,Teruel/MONTALBAN,CS,,,
40.10282/TE,FRIGORIFICOS CERVERA S.L,Teruel/TERUEL,CS,,,
40.10292/Z,TRANSPORTES MONCAYO S.L,Zaragoza/ZARAGOZA,CS,,,
40.10379/TE,"DISTRIBUCIONES LEDESMA PASCUAL, S.L",Teruel/ALCAÑIZ,RW,,,
40.10424/TE,NALICO S.L,Teruel/TERUEL,CS,,,
40.10718/TE,CARPOMAR S.L,Teruel/SARRION,CS,,,
40.11005/Z,REPRESENTACIONES VIALCAR S.L,Zaragoza/ZARAGOZA,CS,,,
40.11450/Z,MOSLOCI S.L,Zaragoza/ZARAGOZA,CS,,,
40.11522/Z,SUPERMERCADOS SABECO S.A,Zaragoza/ZARAGOZA,CS,,,
40.11711/Z,"GALLEN ABARDIA,JOSE LUIS",Zaragoza/ZARAGOZA,CS,,,
40.12230/Z,BLASCOTRANS S.L.,Zaragoza/MUELA (LA),CS,,,
40.12661/TE,SANZ FERRER S.L,Teruel/ALCAÑIZ,CS,,,
40.12714/Z,SERVILINE FOODS S.L,Zaragoza/ZARAGOZA,CS,,,
40.12979/HU,"YUBERO FUERTES, S.L.",Huesca/HUESCA,CS,,,
40.13022/Z,JAHISIL S.L,Zaragoza/CARTUJA BAJA,CS,,,
40.13057/Z,FRIGORIFICOS ZARAGOZA S.A,Zaragoza/ZARAGOZA,CS,,,
40.13421/TE,DISTRIBUCIONES EDOSTER S.L,Teruel/TERUEL,CS,,,
40.14068/Z,FUNDACION BANCO DE ALIMENTOS DE ZARAGOZA,Zaragoza/ZARAGOZA,CS,,,
40.14610/HU,"ARTESANA DEL PIRINEO, S.L",Huesca/PUEBLA DE CASTRO (LA),CS,,,
15.03982/Z,VILLA VILLERA S.C,Zaragoza/ZARAGOZA,CS,,,
15.03990/Z,MILLÁN VICENTE S.L.U,Zaragoza/MUELA (LA),"CS, RW",,,
10.15091/TE,"CARACIERZOS, S.L",Teruel/SANTA EULALIA,"SH, CP, PP",A,MP,
40.15004/Z,PEDRO LUIS ALONSO FUENTES,Zaragoza/CASETAS,CS,,,
40.15144/HU,"FRUTAS BRUNED, S.L",Huesca/SABIÑANIGO,CS,,,
15.04079/Z,GALINDO S.C,Zaragoza/ARANDIGA,PP,,,
40.15270/Z,AB SERVICIOS SELECTA ESPAÑA S.L.U.,Zaragoza/SAN JUAN DE MOZARRIFAR,CS,,,
10.15308/TE,LA SERRANIA S.L,Teruel/MOSQUERUELA,PP,,MP,
40.15497/Z,DISTRIBUCIONES MOLASE S.L.,Zaragoza/ALFAJARIN,"CS, RW",,,
40.15664/HU,SANDUGEL S.L,Huesca/BARBASTRO,CS,,,
15.04217/HU,ANDRÉS BIELSA MIRÓ,Huesca/SARAVILLO,PP,,,
40.15770/TE,"ROKELIN, S.L.U.",Teruel/TERUEL,CS,,,
40.15989/TE,FERJO S.L,Teruel/ALCAÑIZ,CS,,,
40.16046/Z,"HERMANOS BERNAL HERNANDEZ, S.L.",Zaragoza/ZARAGOZA,CS,,,
15.04323/HU,"QUESOS DE RADIQUERO, SL",Huesca/ADAHUESCA,PP,,,
15.04361/TE,SANTA EULALIA GANADERA S.L,Teruel/SANTA EULALIA,PP,,,
10.16126/TE,JAMONES EL SABINAR S.L,Teruel/MATA DE LOS OLMOS (LA),PP,,MP,
12.12033/TE,SALAZONERAS ARAGONESAS S.L.,Teruel/ALBALATE DEL ARZOBISPO,"PP, FFP",,,
40.16570/HU,CONGELADOS LAS MELLIZAS S.L.,Huesca/HUESCA,CS,,,
40.16573/TE,LA SIBERIANA S.L,Teruel/ALCAÑIZ,CS,,,
10.16310/TE,CENTELLES Y BUJ S.L.,Teruel/ALBENTOSA,"CS, PP",,MP,
10.16311/TE,"CIBIJUAN, S.L.",Teruel/ANDORRA,"MM, MP, PP",,MP,
10.16312/TE,"JAMONES BRONCHALES, S.L",Teruel/BRONCHALES,"MM, MP, PP",,MP,
10.16339/TE,"INDUSTRIAS CARNICAS SANTA ELENA, S.L",Teruel/CALAMOCHA,"MM, MP, PP",,MP,
10.16340/TE,"JAMONES ALBARRACIN, S.L",Teruel/TERUEL,"CS, PP",,MP,
10.16383/HU,"VIDIBUNUM, S.L",Huesca/BERDUN,"CP, MM, MP, PP",,MP,
26.07032/Z,"AVES NOBLES Y DERIVADOS, S.L.",Zaragoza/ZARAGOZA,PP,,MP,
10.16425/TE,"CORP. AGROALIMENTARIA DEL JILOCA, S.A.",Teruel/CALAMOCHA,"CP, MM, MP, PP",,MP,
15.04468/Z,EL ACEBO DEL MONCAYO SOCIEDAD COOPERATIV,Zaragoza/TRASMOZ,PP,,,
10.16489/TE,JAMCAL ALIMENTACION S.A,Teruel/CALAMOCHA,PP,,MP,
40.16810/TE,"LOGISTICA TERDIBE, S.L.",Teruel/TERUEL,CS,,,
40.16874/HU,DISTRIBUIDORA BOSCH HERMANOS S.A.,Huesca/HUESCA,CS,,,
40.16968/TE,"ABIZANDA CASES, C.B.",Teruel/ALCAÑIZ,CS,,,
40.16997/TE,JOSE LUIS ESTEBAN BARDAVIO,Teruel/ALCAÑIZ,CS,,,
14.02239/Z,AVÍCOLA TORREJIRAUTA S.L.,Zaragoza/PEÑAFLOR,EPC,,,
15.04563/Z,ALEJANDRO DIARTE LOPEZ,Zaragoza/LANGA DEL CASTILLO,PP,,,
40.17108/Z,"GROUND FORCE CARGO, S.L.U.",Zaragoza/ZARAGOZA,CS,,,
10.16777/Z,FRIO LIMPIO DE ARAGON S.L,Zaragoza/ZUERA,"CS, CP",,,
10.16884/HU,MENUDOS BARBASTRO S.L,Huesca/POZAN DE VERO,PP,,MP,
40.17306/Z,FRIO LIMPIO DE ARAGON S.L,Zaragoza/ZUERA,CS,,,
40.17393/Z,"COMERCIAL COIMBRA, S.L",Zaragoza/PUEBLA DE ALFINDEN (LA),CS,,,
40.17394/Z,BENITO CIRUELOS FERNANDO,Zaragoza/ZARAGOZA,CS,,,
15.04691/TE,"QUESOS ARTESANOS LA VAL, SC",Teruel/MEZQUITA DE JARQUE,"CS, PP",,,
15.04707/HU,"QUESOS GUARA, S.L",Huesca/ALMUNIAS DE RODELLAR (LAS),PP,,,
40.17556/Z,CÁRNICAS GÁLLEGO S.A.,Zaragoza/VILLANUEVA DE GALLEGO,CS,,,
12.12925/Z,"MARESMAR, S.L.",Zaragoza/ZARAGOZA,"DC, FFP",,,
10.17116/TE,D.G.A SERVICIO PROVINCIAL DE MEDIO AMBIENTE,Teruel/ORIHUELA DEL TREMEDAL,GHE,"wU, wG",,
26.07380/Z,"ALIAGA UVIEDO, S.L.",Zaragoza/CUARTE DE HUERVA,PP,,MP,
40.17662/Z,"DISTRIBUCIONES FERCATUR, S.L.",Zaragoza/TARAZONA,CS,,,
10.17461/TE,JAMONES CASA DOMINGO S.L,Teruel/CALAMOCHA,PP,,MP,
10.17463/Z,"COMERCIAL PRODUCTOS PORCINOS SECUNDARIOS, S.A.",Zaragoza/ZUERA,"RW, CP, PP",,ST,
10.17543/TE,"CARTRYPORC, S.L.",Teruel/TERUEL,"CP, PP",,MP,
12.13395/Z,ALBERTO VARGAS S.L.,Zaragoza/ZARAGOZA,FFP,,,
40.18167/HU,"DERIVADOS CARNICOS MONEGROS, S.L",Huesca/SARIÑENA,"CS, RW",,,
40.18366/Z,"ALBACETE Y VICEN, S.L",Zaragoza/CALATAYUD,"CS, RW",,,
15.04905/TE,SOC. COOPERATIVA AGUILAR NUEVA VISION,Teruel/AGUILAR DEL ALFAMBRA,PP,,,
12.13746/Z,PESCADOS MAÑERO S.L,Zaragoza/TARAZONA,FFP,,,
40.18591/Z,"SEDOVIN, S.L",Zaragoza/PUEBLA DE ALFINDEN (LA),CS,,,
40.18592/HU,EMBUTIDOS ARTESANOS MELSA S.L,Huesca/GRAUS,RW,,,
10.17855/HU,"JAMONES ALTO ARAGON, S.A",Huesca/GRADO (EL),PP,,MP,
10.17858/Z,"BOPEPOR, S.L",Zaragoza/GALLUR,"SH, CP, PP",P,MP,
10.17868/Z,"JAMONES E. VELÁZQUEZ, S.A",Zaragoza/PUEBLA DE ALFINDEN (LA),PP,,MP,
40.18848/HU,PALLARES NADAL CARN NATURE S.L,Huesca/ALBELDA,CS,,,
40.18867/Z,EXCLUSIVAS PELAYO S.L,Zaragoza/CUARTE DE HUERVA,"CS, RW",,,
14.02383/Z,S.A.T. 1733 GRANJA SAN MIGUEL,Zaragoza/VILLARREAL DE HUERVA,EPC,,,
10.18362/HU,PALLARES NADAL CARN NATURE S.L.,Huesca/ALBELDA,"CP, MM, MP",,,
15.05132/TE,MATA VILLARROYA JOSÉ RAMÓN,Teruel/FRESNEDA (LA),PP,,,
15.05235/TE,"QUESOS ARTESANOS EL RODENO, S.L.",Teruel/RODENAS,PP,,,
14.02418/Z,"GRANJA BAILON, S.L.",Zaragoza/ALPARTIR,EPC,,,
40.19919/HU,"PIRENAICA DEL JAMON, S.A.",Huesca/BARBASTRO,CS,,,
15.05268/HU,AGROLACTEOS DE LA LITERA S.L.,Huesca/ALCAMPELL,PP,,,
10.19063/Z,"PROFESIONALES DE LA CARNE, S.L.",Zaragoza/VILLANUEVA DE GALLEGO,CP,,,
10.19119/Z,SAFIRA GLOBAL SERVICES S.L.,Zaragoza/ZARAGOZA,RW,,MP,
40.20586/Z,"KAIKU KM0, S.L.",Zaragoza/ZARAGOZA,CS,,,
40.20587/HU,"REPOSTERIA DEL SOMONTANO, S.L.",Huesca/ABIEGO,CS,,,
10.19171/TE,"JAMONES ""LOS ALCORES""",Teruel/GARGALLO,PP,,MP,
10.19200/Z,"CARNICAS LIFARA, S.L.",Zaragoza/EPILA,"CP, MM, MP, PP",,MP,
10.19227/TE,"COMERCIAL LOGISTICA DE CALAMOCHA, S.L.",Teruel/CALAMOCHA,"CS, RW, PP",,MP,
10.19366/Z,TRANSPORTES FRIGORIFICOS ZARAPECO S.L.,Zaragoza/ZARAGOZA,CS,,,
40.21008/Z,TRANSPORTES FRIGORIFICOS ZARAPECO S.L.,Zaragoza/ZARAGOZA,CS,,,
40.21009/Z,CAMPOMAR DISTRIBUCIONES Y LOGISTICA S.L.,Zaragoza/CUARTE DE HUERVA,"CS, RW",,,
40.21010/Z,COMERCIAL PORTAZGO 96 S.A.,Zaragoza/ZARAGOZA,CS,,,
12.15329/Z,ALSUAL S.L.,Zaragoza/CADRETE,PP,,,
12.15330/Z,GRUPO 92 DE ALIMENTACION S.L.,Zaragoza/ZUERA,PP,,,
10.19480/TE,"ESTEBAN ESPUÑA, S.A.",Teruel/UTRILLAS,"CS, RW, PP",,MP,
10.19506/TE,"BAPIMA, S.R.L.",Teruel/MANZANERA,PP,,MP,
10.19633/TE,INDUSTRIAS CARNICAS DE ELABORACION DE JAMONES Y EMBUTIDOS LOS TRES REYES DE FUENTESPALDA S.A.,Teruel/VALDERROBRES,"CP, MM, MP",,,
10.19711/Z,MAKRO AUTOSERVICIO MAYORISTA S.A.,Zaragoza/ZARAGOZA,CP,,,
15.05675/TE,QUESO ARTESANO DE TERUEL S.L.,Teruel/ALBARRACIN,"CS, PP",,,
40.21726/Z,"MORALES GARCÍA, JOSE MANUEL",Zaragoza/TARAZONA,CS,,,
40.21933/Z,CONGELADOS BALPER S.A.,Zaragoza/TARAZONA,CS,,,
15.05733/Z,"ARTAL FLETA, Mª LOURDES",Zaragoza/LETUX,PP,,,
40.22088/HU,"JAMONES ARNAL, S.L.",Huesca/BARBASTRO,CS,,,
40.22227/HU,"DISTRIB.JOSE MARÍA GALLEGO ESCOLANO, S.L",Huesca/SABIÑANIGO,CS,,,
12.16077/HU,COCEDERO DE MARISCOS S.A.,Huesca/FRAGA,"PP, FFP",,,
40.22350/HU,EMBUTIDOS AVENTIN S.A.,Huesca/GRAUS,"CS, RW",,,
40.22476/Z,BACALAOS ISLANDIA ROYCAJ S.L.,Zaragoza/CABAÑAS DE EBRO,"CS, RW",,,
40.22854/HU,"EBOCA VENDING LABS, S.A.",Huesca/CUARTE,CS,,,
40.22935/Z,"COMERCIAL LEON ZARAGOZA, S.L.",Zaragoza/ZARAGOZA,CS,,,
10.20492/TE,EMBUTIDOS FLOR DE VILLAHERMOSA,Teruel/PUERTOMINGALVO,PP,,MP,
40.23127/HU,"ANDRES FERRER E HIJOS, S.A.",Huesca/HUESCA,CS,,,
15.06052/HU,"LACTIUM FONZ, S.L.",Huesca/FONZ,PP,,,
40.23244/HU,VICENTE ARA ABADIAS,Huesca/SABIÑANIGO,CS,,,
10.20784/TE,"ANDORRANA DE JAMONES, S.L.",Teruel/ANDORRA,PP,,MP,
10.20793/Z,"INTERCAMBIOS DE DERIVADOS PORCINOS, S.L.",Zaragoza/ZUERA,"RW, PP",,MP,
10.20806/HU,"HERMANOS PLANA GIL, S.L.",Huesca/HUESCA,"MM, MP, PP",,MP,
40.23722/Z,"CRIADO GRUPO LOGISTICO, S.L.",Zaragoza/MUELA (LA),RW,,,
40.23814/Z,"EXCLUSIVAS BELL, S.L.",Zaragoza/CALCENA,CS,,,
40.23816/HU,ROBERTO ALBERO ICHART,Huesca/BINEFAR,CS,,,
40.24005/Z,LA PERA LIMONERA SL,Zaragoza/ZARAGOZA,CS,,,
40.24043/Z,HERMANOS RODRIGUEZ BARBANCHO S.L.,Zaragoza/MUELA (LA),"CS, RW",,,
15.06286/HU,CANTIN BALLESTIN MARIA ANGELES,Huesca/VILLANUA,PP,,,
40.24123/HU,CORPORACION ALIMENTARIA DE GUISSONA S.A,Huesca/HUESCA,RW,,,
12.17124/Z,MUÑOZ BAILO SA,Zaragoza/ZARAGOZA,"CS, PP, FFP",,,
10.21078/Z,"EMBUTIDOS LA DOLORES, S.L.",Zaragoza/CALATAYUD,"CS, MM, MP, PP",,MP,
10.21190/Z,SANCHO DE BORJA SL,Zaragoza/BORJA,PP,,,
40.24467/Z,SAN LAMBERTO 2000 S.L.,Zaragoza/CUARTE DE HUERVA,CS,,,
15.06402/HU,PRODUCTOS LACTEOS LOS VALLES S.L.,Huesca/ESPOSA,PP,,,
10.21331/Z,"PREPARADOS CARNICOS MARTIN, S.L.",Zaragoza/MUELA (LA),"MM, MP, PP",,MP,
40.24839/Z,GIMENEZ TORRELLAS CARLOS JAVIER,Zaragoza/ZARAGOZA,CS,,,
40.24983/Z,HERBA OPTIMA S.L.,Zaragoza/FUENDEJALON,CS,,,
16.03705/Z,"SOLUTEX GC, S.L.",Zaragoza/MALLEN,PP,,,
40.25229/Z,"DISTRIB. Y REPRESENTACIONES USIETO, S.A.",Zaragoza/ZARAGOZA,"CS, RW",,,
10.21739/Z,"COMERCIAL DE CARNES MILLENIUM, S.L.",Zaragoza/ZUERA,"CS, CP",,,
10.21779/HU,"CÁRNICAS OSCA, S.L.",Huesca/HUESCA,MSM,,,
40.25460/HU,"ALMACENES FRIGORÍFICOS SALAS, S.L.",Huesca/HUESCA,CS,,,
10.21878/HU,"ALMACENES FRIGORÍFICOS SALAS, S.L.",Huesca/HUESCA,CP,,,
40.25598/TE,"DON JATE, SA",Teruel/TERUEL,CS,,,
40.25697/HU,"CASA UBIETO, S.L.",Huesca/AYERBE,CS,,,
26.10645/Z,"CONSERVAS DE CARNES SELECTAS, S.L.",Zaragoza/MUELA (LA),PP,,MP,
10.22050/TE,MARÍA LUCÍA IBÁÑEZ FERRER,Teruel/FRESNEDA (LA),"CP, MM, MP, PP",,MP,
10.22101/TE,"PRODUCTOS ALIMENTICIOS PORCINOS, S.A.",Teruel/MATA DE LOS OLMOS (LA),"MM, MP, PP",,MP,
40.26053/Z,"TELETRANSPORTE ARAGÓN, S.L.",Zaragoza/ZARAGOZA,CS,,,
10.22158/Z,VALDEPOMER S.L.,Zaragoza/POMER,PP,,MP,
40.26065/Z,"PASTYBOLL, S.L.",Zaragoza/PINSEQUE,CS,,,
40.26092/Z,"DISTRIBUIDORA DE PRODUCTOS ALIMENTICIOS DE CALIDAD SUPERIOR, S.L.",Zaragoza/CUARTE DE HUERVA,CS,,,
40.26164/Z,"INTERNATIONAL CASING PRODUCTS, S.L.U.",Zaragoza/ZARAGOZA,"CS, RW",,,
12.18327/Z,"PESCADOS Y MARISCOS RODOLFO, S.A.",Zaragoza/ZARAGOZA,WM,,,
12.18328/Z,"PESCADOS GARPESCA, S.L.",Zaragoza/ZARAGOZA,WM,,,
12.18329/Z,ALCAPESA S.L.,Zaragoza/ZARAGOZA,WM,,,
40.26244/Z,"EXCLUSIVAS CENTRALIZADAS, S.L",Zaragoza/MUELA (LA),CS,,,
40.26444/TE,"JOSÉ GALO, S.L.",Teruel/TERUEL,CS,,,
40.26561/Z,OLANO LOGISTICA DEL MAR SL,Zaragoza/ZARAGOZA,CS,,,
40.26622/Z,"COMERCIAL PARA LA DISTRIBUCIÓN INTERNACIONAL DE TODO TIPO DE ARTÍCULOS, S.L.",Zaragoza/BURGO DE EBRO (EL),CS,,,
40.26623/Z,"INVERSIONES ECOLOGICAS ARAGON, S.L.",Zaragoza/CARTUJA BAJA,CS,,,
12.18570/HU,"VILAS AVENTIN, S.L.",Huesca/GRAUS,RW,,,
10.22534/Z,HERMANOS CASABONA TOLON S.L.L.,Zaragoza/VILLAFRANCA DE EBRO,"RW, MM, MP, PP",,MP,
15.06954/Z,"DISTRIBUCIONES LA ENCINA, S.C.",Zaragoza/CADRETE,RW,,,
40.26955/TE,"JAMONES BRONCHALES, S.L.",Teruel/BRONCHALES,CS,,,
40.26956/Z,"ALIMENTACIÓN EL PORTAL, S.A.",Zaragoza/MUELA (LA),CS,,,
40.27089/Z,TNT EXPRESS WORLDWIDE (SPAIN) S.L.,Zaragoza/SAN JUAN DE MOZARRIFAR,CS,,,
10.22727/TE,"JAMONES PASTOR, SL",Teruel/RUBIELOS DE MORA,SH,"P, C, O",,
40.27229/Z,"DISBOCA, S.L.",Zaragoza/EJEA DE LOS CABALLEROS,CS,,,
14.02750/HU,INTEROVO IBERICA S.L.U.,Huesca/CALLEN,PP,,,
10.22898/HU,GINAST S.C.P.,Huesca/GINASTE,CP,,,
12.19025/Z,"CALADERO, S.L.U",Zaragoza/ZARAGOZA,"PP, DC, FFP",,,
40.27533/Z,"ZARAGOZA TRATTORIA, S.L.",Zaragoza/ZARAGOZA,CS,,,
40.27535/Z,"SELECTOS DE ARAGÓN, S.L.",Zaragoza/ZARAGOZA,CS,,,
12.19237/Z,COPRINAL GF S.L,Zaragoza/CARTUJA BAJA,"RW, PP, FFP",,,
12.19253/Z,"SAIZ TEJERO, MARIA LAURA",Zaragoza/ZARAGOZA,PP,,,
40.27942/Z,"HUEVOS ALONSO, S.L.",Zaragoza/CASETAS,CS,,,
40.28274/Z,COVIRAN S.C.A.,Zaragoza/ZARAGOZA,CS,,,
40.28275/Z,"DISARAGON, S.L.",Zaragoza/ZARAGOZA,CS,,,
40.28353/Z,"HIMALAYA DISTRIBUCIÓN 2020, S.L.",Zaragoza/CUARTE DE HUERVA,CS,,,
10.23388/HU,"CARNES DEL CORRAL, S.L.",Huesca/POLEÑINO,"SH, CP",A,,
40.28635/Z,"HIJOS DE JOSÉ LOU, S.A.",Zaragoza/ZARAGOZA,CS,,,
40.28824/TE,"DISTRIBUCIONES ALCAÑIZ BAJO ARAGÓN, S.L.",Teruel/ALCAÑIZ,CS,,,
12.19738/Z,ELOY IGLESIAS DOMINGUEZ,Zaragoza/CARTUJA BAJA,FFP,,,
40.29192/Z,"MERCADONA, S.A.",Zaragoza/ZARAGOZA,CS,,,
40.29252/Z,FRANCISCO PEREZ MUÑOZ E HIJOS S.L.,Zaragoza/CALATAYUD,CS,,,
40.29291/Z,"GONZALEZ Y ROMERO AGROCARNE,S.L",Zaragoza/ARIZA,"CS, RW",,,
40.29318/Z,TRANS DUSAN SL,Zaragoza/MUELA (LA),CS,,,
40.29369/HU,JENNIFER ANDREA SASOT LOPEZ,Huesca/BALLOBAR,RW,,,
40.29494/Z,ANTONIO MORENO SINUES S.A,Zaragoza/MONTAÑANA,CS,,,
40.29499/HU,CARLOS SUBIRA DOZ,Huesca/TORRES DEL OBISPO,CS,,,
40.29561/Z,CENTRAL DE COMPRAS CAFER SL,Zaragoza/ZARAGOZA,CS,,,
15.07494/HU,"BIELSA MIRO, ANDRES",Huesca/GISTAIN,PP,,,
40.30248/TE,"DON JATE, S.A.",Teruel/TERUEL,CS,,,
14.02845/Z,S.A.T. 1733 GRANJA SAN MIGUEL,Zaragoza/MAINAR,EPC,,,
40.31225/Z,CALADERO S.L.,Zaragoza/ZARAGOZA,CS,,,
40.31389/Z,"IGLESIAS DOMINGUEZ, ELOY",Zaragoza/CARTUJA BAJA,CS,,,
40.31576/Z,AVICOLA MAINAR S.L.,Zaragoza/MONTAÑANA,CS,,,
40.31577/Z,EXCLUSIVAS J.M. S.C.,Zaragoza/ZARAGOZA,"CS, RW",,,
12.20137/Z,FELEZ ARTESANOS S.L.,Zaragoza/ZARAGOZA,PP,,,
40.32217/Z,ESTRADICION GROUP S.L.,Zaragoza/CUARTE DE HUERVA,CS,,,
40.32220/Z,"ORTAS ALBAS, S.L.",Zaragoza/ZARAGOZA,CS,,,
40.32223/HU,AM ANJABER 2018 S.L.,Huesca/HUESCA,CS,,,
40.32476/Z,LAGUARDIA ALONSO S.L.,Zaragoza/MUELA (LA),CS,,,
40.32477/Z,HEREDEROS DE PRIMITIVO AZNAR C.B.,Zaragoza/MUELA (LA),"CS, RW",,,
12.20185/Z,HELIX EXEA S.L.U.,Zaragoza/EJEA DE LOS CABALLEROS,PP,,SN,
40.33051/Z,UNION DE POLLEROS DE ARAGON S.L. UPASA,Zaragoza/ZARAGOZA,CS,,,
12.20218/TE,MACANA FISH S.L.,Teruel/SARRION,"PP, FFP",,,
10.24152/Z,"ARENTO INDUSTRIAS CÁRNICAS, S.L",Zaragoza/ZARAGOZA,"CP, MM, MP, PP",,MP,
40.34359/HU,COALIMENT ARAGON S.A.,Huesca/HUESCA,CS,,,
10.024225/HU,"CR DEL CINCA, S.L.",Huesca/ALBALATE DE CINCA,CP,,,
14.002873/Z,GRANJA VIRGEN DEL ROSARIO S.L.,Zaragoza/MAINAR,"RW, EPC",,,
10.024284/HU,CARNICERIA LAS TUCAS S.L.,Huesca/BENASQUE,"CP, MM, MP, PP",,MP,
40.040351/HU,"BODEGAS Y VIÑEDOS BALLABRIGA, S.L.",Huesca/BARBASTRO,CS,,,
5.000004/TE,"COMERCIAL LOGISTICA DE CALAMOCHA, S.L.",Teruel/CALAMOCHA,PP,,,
40.041081/TE,JAMONES MATA S.L.U.,Teruel/RUBIELOS DE MORA,CS,,,
14.002924/Z,MARIA CONCEPCION BARRAQUETA LAINEZ,Zaragoza/EPILA,EPC,,,
40.042660/Z,"TRADITIONAL RO, S.L.",Zaragoza/CADRETE,CS,,,
40.043241/HU,ASOCIACION BANCO DE ALIMENTOS DE HUESCA,Huesca/HUESCA,CS,,,
14.002938/Z,JOSÉ MIGUEL TEJERO MAGDALENA,Zaragoza/ALCALA DE EBRO,EPC,,,
15.007712/HU,"ALQUÉZAR RADIQUERO, S.L",Huesca/HUESCA,PP,,,
40.043582/TE,"DISBARAGON,S.C",Teruel/ALCAÑIZ,CS,,,
40.044033/TE,"LOGISTICA Y BEBIDAS DEL BAJO ARAGON, S.L.",Teruel/ALCAÑIZ,CS,,,
10.024719/TE,"JAMONES CERVERA, S.L.U",Teruel/MANZANERA,RW,,MP,
14.003003/HU,ANGEL CARLOS TAPIA BENABARRE,Huesca/MONZON,EPC,,,
14.003011/Z,"AVICOLA VENTA LAS CAÑADAS, S.L.",Zaragoza/MAINAR,EPC,,,
10.024992/HU,"ARTESANA DEL PIRINEO, S.L",Huesca/PUEBLA DE CASTRO (LA),"MM, MP, PP",,MP,
12.021183/Z,COME CARACOLES S.L.,Zaragoza/MONTAÑANA,PP,,SN,
12.021371/Z,"PESCADOS Y MARISCOS A BEIRAS DO MAR, S.L.U",Zaragoza/ZARAGOZA,WM,,,
10.025123/TE,"GANADOS ARTIGOT, SL",Teruel/CELLA,"SH, CP","C, O",,
40.049074/Z,"MILAGROS GREGORIO RODRIGUEZ, S.L",Zaragoza/ZARAGOZA,"CS, WM",,,
40.049548/Z,"PAESA FORTUN, MARIA LUISA",Zaragoza/ZARAGOZA,CS,,,
26.014940/Z,"ESCABECHADOS CASTEJON DE VALDEJASA, S.L.",Zaragoza/CASTEJON DE VALDEJASA,PP,,MP,
40.050029/TE,"GARPATER, S.L.",Teruel/TERUEL,CS,,,
40.050476/HU,"FRUTAS CALVO, S.L.",Huesca/HUESCA,CS,,,
40.050578/Z,INVERSA LOGISTICA AVANZADA S.L..,Zaragoza/CUARTE DE HUERVA,CS,,,
10.025298/HU,"CONEJOS ALTOARAGÓN, S.L.",Huesca/CALASANZ,"SH, CP, MM, MP",L,,
40.051579/Z,"INNOVA OBRADOR, S.L.",Zaragoza/SAN MATEO DE GALLEGO,CS,,,
40.051590/TE,"COMERCIAL LOGISTICA DE CALAMOCHA, S.L.",Teruel/CALAMOCHA,RW,,,
15.007930/Z,"GRUPO DELIFACTORY, S.L.",Zaragoza/UTEBO,PP,,,
40.051935/Z,"CONGELADOS ARIZA, S.L.",Zaragoza/ZARAGOZA,"CS, WM",,,
26.015473/Z,"INNOVA OBRADOR, S.L.",Zaragoza/SAN MATEO DE GALLEGO,PP,,MP,
10.025432/TE,"JAMONES ALBARRACIN, S.L.",Teruel/TERUEL,PP,,MP,
40.052062/TE,"INDUSTRIAS CARNICAS DE ELABORACION DE JAMONES Y EMBUTIDOS LOS TRES REYES DE FUENTESPALDA, S.A.",Teruel/VALDERROBRES,CS,,,
10.025510/Z,"INTERNATIONAL CASING PRODUCTS, S.L.U.",Zaragoza/ZARAGOZA,"CS, RW, CP, PP",,ST,
12.021901/Z,"NUESTRA PEZERA Y CIA, S.L.",Zaragoza/ZARAGOZA,WM,,,
40.054098/HU,"CARNICERÍA LAS TUCAS, S.L.",Huesca/CASTEJON DE SOS,CS,,,
10.025624/TE,"LIEP, S.C.",Teruel/TORRIJO DEL CAMPO,"MM, MP, PP",,"BL, MP",
40.054521/HU,SERVICIOS VENDING SIERRA MEDIANA S.L.,Huesca/MONZON,CS,,,
10.025665/TE,"RIJOMAVI, SL",Teruel/BRONCHALES,"CP, MM, MP, PP",,"BL, MP",
40.055287/Z,"DISTRIBUCIONES GASTRONÓMICAS ROBRES, S.L.",Zaragoza/PINSEQUE,CS,,,
15.008058/HU,TANO LITERA SC,Huesca/FRAGA,PP,,,
40.055487/Z,"HELADOS Y CONGELADOS JESAN, S.L.",Zaragoza/ZARAGOZA,CS,,,
