Nº RGSEAA (*),Razón Social,Provincia/Localidad,Actividades,Especies (**),Otros Detalles,TSE Feed Ban
14.003175/HU,FLUMENALI SLU,Huesca/GRAÑEN,"CS, EPC",,,
40.055612/HU,"FRUTAS TEJERO, S.L.",Huesca/MONZON,CS,,,
40.055615/Z,"WHITMORE WEST COMPANY, S.L.",Zaragoza/MUELA (LA),CS,,,
40.055981/HU,"FRUTAS GARANTO, S.C.",Huesca/MONZON,CS,,,
10.025795/Z,"INDUSTRIAS GOMEZ CALLAO, S.L.",Zaragoza/CASPE,"CS, CP, MM, MP",,,
14.003187/HU,FERRER FAUQUET SC,Huesca/ALBALATE DE CINCA,EPC,,,
15.008100/HU,ASOCIACION PARA EL DESARROLLO INTEGRAL DE LA CUNA DE ARAGON,Huesca/BIESCAS,PP,,,
10.025888/HU,ASOCIACIÓN PARA EL DESARROLLO INTEGRAL DE LA CUNA DE ARAGÓN,Huesca/JACA,"CP, MM, MP, PP",,MP,
40.057745/Z,"PREPARADOS CARNICOS MARTIN, S.L.",Zaragoza/MUELA (LA),CS,,,
26.016620/HU,ASOCIACIÓN PARA EL DESARROLLO INTEGRAL DE LA CUNA DE ARAGÓN,Huesca/JACA,PP,,MP,
14.003229/HU,"VILLAR MORLANS, MARIA PILAR",Huesca/GURREA DE GALLEGO,EPC,,,
10.026027/HU,"PALACÍN FILLAT, ALBERTO",Huesca/SAN JUAN DE PLAN,CP,,,
40.058311/HU,AB SERVICIOS SEDLECTA ESPAÑA S.L,Huesca/MONZON,CS,,,
10.026055/Z,"TRIPAS SAN MATEO, S.L.",Zaragoza/SAN MATEO DE GALLEGO,PP,,ST,
14.003262/Z,"NAVARRO RAMON, JUAN MANUEL",Zaragoza/BARDENAS,EPC,,,
40.060063/Z,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,Zaragoza/VILLANUEVA DE GALLEGO,CS,,,
15.008217/HU,JUAN VICENTE PORTER MICO,Huesca/CERLER,PP,,,
14.003289/TE,"ARMENGOD MARZO, MIGUEL ANGEL",Teruel/VILLEL,EPC,,,
26.017447/TE,"INNOVATION FOODS 360, SL",Teruel/VENTA DEL AIRE,PP,,,
40.062002/Z,"AEROSPACE CARGO LOGISTICS, S.L.U.",Zaragoza/GARRAPINILLOS,CS,,,
40.062396/HU,ROMERO Y MENDEZ S.L.,Huesca/HUESCA,CS,,,
40.062494/Z,"ALZAFRUT, S.L.",Zaragoza/ZARAGOZA,CS,,,
14.003307/Z,"LA CAÑADA DEL PINOSO PRODUCCIONES ALTERNATIVAS, S.L.",Zaragoza/ALMUNIA DE DOÑA GODINA (LA),EPC,,,
15.008288/Z,"LACTEOS TORRE DEL CONDE, S.L.",Zaragoza/PUEBLA DE ALFINDEN (LA),PP,,,
40.063473/TE,"PRODUCTOS CONGELADOS SELECTOS 3000, SL",Teruel/TERUEL,"CS, RW",,,
12.022916/Z,MARESMAR S.L.,Zaragoza/ZARAGOZA,WM,,,
12.022925/Z,"PESCADOS RUBEN, S.L.",Zaragoza/ZARAGOZA,WM,,,
12.022951/TE,PERLA DE SARRION SL,Teruel/SARRION,"PP, FFP",,,
10.026528/Z,PROFESIONALES DE LA CARNE S.L.,Zaragoza/VILLANUEVA DE GALLEGO,"RW, CP, MM, MP, PP",,"MP, ST",
40.064097/Z,PROFESIONALES DE LA CARNE S.L.,Zaragoza/VILLANUEVA DE GALLEGO,CS,,,
15.008318/TE,VERÓNICA VALENZUELA SANZ,Teruel/OJOS NEGROS,PP,,,
40.064639/Z,"AGRICOLA GIL, S.L.",Zaragoza/ZARAGOZA,CS,,,
40.064734/Z,"FRUTOS SANGROS, LUCIANO",Zaragoza/CUARTE DE HUERVA,RW,,,
15.008335/HU,IGNACIO ROBREDO BUCES,Huesca/ALMUDEVAR,PP,,,
10.026643/TE,"IDEAS GASTRONÓMICAS DEL ALTO HUERVA, S.L.",Teruel/LAGUERUELA,PP,,MP,
12.023135/Z,DISTRIBUCIONES RODRIGO S.A.,Zaragoza/ZARAGOZA,WM,,,
40.065786/Z,"FOODS FOR WALKING, S.L.",Zaragoza/CARTUJA BAJA,CS,,,
14.003385/Z,"LA CAÑADA DEL PINOSO PRODUCCIONES ALTERNATIVAS, S.L.",Zaragoza/RICLA,EPC,,,
12.023169/Z,"D'FAYA FOOD, S.L.U.",Zaragoza/EJEA DE LOS CABALLEROS,PP,,SN,
40.065834/HU,ANFER SELECCION SL,Huesca/BINEFAR,CS,,,
15.008381/HU,QUESERIA BALLIBIO SL,Huesca/SARVISE,PP,,,
14.003399/Z,"GRANJA VIRGEN DEL ROSARIO, S.L.",Zaragoza/MAINAR,EPC,,,
10.026809/HU,"VILAS AVENTIN, S.L.",Huesca/GRAUS,"CP, MM, MP, PP",,MP,
10.026849/HU,DE CAZA Y CONTROL S.L.,Huesca/HUESCA,"CP, GHE","wU, wG",,
40.068501/Z,"CONGELADOS ARTIES, S.A",Zaragoza/ZARAGOZA,CS,,,
40.068502/Z,MARÍA JOSÉ CONDE CONDE,Zaragoza/ZARAGOZA,CS,,,
40.068571/TE,"VALVERDE AIRESANO 1929, SLU",Teruel/PUEBLA DE VALVERDE (LA),CS,,,
40.068772/TE,"ESTEBAN ESPUÑA, S.A.",Teruel/UTRILLAS,RW,,,
10.027048/TE,PRISCO BALDOMERO S.L.,Teruel/MONREAL DEL CAMPO,"MM, MP, PP",,"BL, MP",
40.068840/HU,MARC RODRIGUEZ GARCIA,Huesca/BARBASTRO,"CS, RW",,,
40.069204/Z,"LA BATURRICA, S.L",Zaragoza/ZARAGOZA,RW,,,
40.069219/TE,FRIGORIFICOS LAYUNTA SL,Teruel/CALAMOCHA,CS,,,
14.003447/HU,AVICOLA SEVIL S.L.,Huesca/ADAHUESCA,EPC,,,
10.027094/Z,AGROALIMENTARIAS PALACIOS VELASCO S.L,Zaragoza/ZARAGOZA,"CS, CP",,,
10.027129/TE,"VIARCÍN PLATEA, SL",Teruel/TERUEL,RW,,MP,
12.023612/Z,MOWI IBERIA SLU,Zaragoza/ZARAGOZA,"RW, FFP",,,
40.069996/HU,"CABRERO E HIJOS, S.A.",Huesca/BINEFAR,"CS, RW",,,
15.008531/Z,ALBERTO BAILO PEREZ,Zaragoza/BIOTA,PP,,,
10.027224/Z,GANADOS REMIRO S.L,Zaragoza/EPILA,CS,,,
10.027244/Z,CARNICAS CARLOS GÓMEZ S.L.,Zaragoza/ZARAGOZA,CP,,,
15.008551/HU,MARIA BUENO GONZALEZ,Huesca/ARAGÜES DEL PUERTO,PP,,,
40.070755/TE,PEREZ GARGALLO S.L.,Teruel/MORA DE RUBIELOS,RW,,,
40.070764/TE,AB SERVICIOS SELECTA ESPAÑA S L U,Teruel/TERUEL,CS,,,
10.027284/HU,LITERA MEAT S.L.U.,Huesca/BINEFAR,"SH, CP, PP",P,ST,
14.003489/HU,PASA FABRICACION S.L.U.,Huesca/BALLOBAR,RW,,,
10.027413/HU,BALDANA ALIMENTACION Y GASTRONOMÍA S.L.,Huesca/BENASQUE,"CP, MM, MP, PP",,MP,
10.027435/HU,"COMERCIAL PINAMAS, S.L.",Huesca/PUEBLA DE CASTRO (LA),"CP, MM, MP",,,
